rok,miasto,nazwa,sentence,kategorie,tag
2020,Bydgoszcz,Budowa placu zabaw,budowa plac zabawić,SPOŁECZEŃSTWO,zabawa
2020,Bydgoszcz,Stwórzmy Park nad Kanałem Bydgoskim i posady  drzew na lecie os. Miedzy i KS Gwiazda.,stworzyć posad osa miedza,INFRASTRUKTURA,stworzyć
2020,Bydgoszcz,Kanał Kultura  koncerty nad Kanałem Bydgoskim,kanał koncert,SPOŁECZEŃSTWO,koncert
2020,Bydgoszcz,Bezpłatne przejazdy zabytkowymi autobusami po Bydgoszczy,bezpłatny przejazd zabytkowy autobus,INFRASTRUKTURA,autobusowy
2020,Bydgoszcz,Posadzenie drzewek przy ulicy Zamenhofa ul. przy tyle sklepu E.Leclerc,posadzić tył sklep,NATURA,nasadzić
2020,Bydgoszcz,utwardzenie ulicy Piaśnickie z płyt ażurowych,utwardzić płyt ażurowy,INFRASTRUKTURA,nawierzchniasztuczny
2020,Bydgoszcz,Trasa turystyczna ścieżki rowerowe  chodniki.,trasa turystyczny rowerowy chodnik,INFRASTRUKTURA,chodnik
2020,Bydgoszcz,Ciąg pieszorowerowy ul. Wypoczynkowa,pieszorowerowy wypoczynkowy,SPOŁECZEŃSTWO,wypoczynek
2020,Bydgoszcz,dalsze  oświetlenie ul. Toruńskiej od nr.  do nr. A i dalej do przejazdu kolejowego,daleki oświetlić toruński dalej przejazd kolejowy,INFRASTRUKTURA,tramwajowy
2020,Bydgoszcz,Montaż i wymiana wiat przystankowych,montaż wymiana wiata przystankowy,INFRASTRUKTURA,montaż
2020,Bydgoszcz,Remont schodów i ścieżek w parku na Wzgórzu Dąbrowskiego,remont schody ścieżek park,INFRASTRUKTURA,chodnik
2020,Bydgoszcz,Mała  retencja osiedlowa,retencja,NATURA,staw
2020,Bydgoszcz,Nasadzenia oraz ule w Parku nad Kanałem,nasadzić,NATURA,nasadzić
2020,Bydgoszcz,Droga ul.Lubelska,lubelski,NATURA,lęgowy
2020,Bydgoszcz,Bezpieczne dojście do szkoły przedszkola żłobka i komunikacji miejskiej,bezpieczny dojść żłobek komunikacja,INFRASTRUKTURA,komunikacja
2020,Bydgoszcz,Stabilizacja nawierzchni drogi gruntowej płytami ażurowymi wraz z budową chodnika  ul. Gostynińska,stabilizacja nawierzchnia drogi gruntowy płyta ażurowy budowa chodnik gostyniński,INFRASTRUKTURA,nawierzchniasztuczny
2020,Bydgoszcz,Monitoring w parku na Wzgórzu Wolności,monitoring park,NATURA,park
2020,Bydgoszcz,Utwardzenie płytami ażurowymi  Ul.Kazimierza Julii wraz z budową pieszojezdni.,utwardzić płyta ażurowy budowa pieszojezdny,INFRASTRUKTURA,nawierzchniasztuczny
2020,Bydgoszcz,Chodnik wraz ze ścieżką rowerową przy ul. Andersa,chodnik rowerowy,INFRASTRUKTURA,chodnik
2020,Bydgoszcz,zwiększenie bezpieczeństwa montaż kamer i oświetlenia,zwiększyć montaż kamera,INFRASTRUKTURA,montaż
2020,Bydgoszcz,Rozbudowa systemu monitoringu miejskiego na ul. Gryfa Pomorskiego,rozbudowa system monitoring gryf,INFRASTRUKTURA,monitoring
2020,Bydgoszcz,Bezpieczne przejście dla pieszych z wywyższenie i oznakowaniem,bezpieczny pieszy wywyższyć,INFRASTRUKTURA,bezpieczny
2020,Bydgoszcz,Lustrzane Magiczne Schodki,lustrzany,INFRASTRUKTURA,świetlny
2020,Bydgoszcz,Bezpieczne i jasne przejście na Powstańców Wielkopolskich,bezpieczny jasny,INFRASTRUKTURA,bezpieczny
2020,Bydgoszcz,proponuję zbudowanie chodnika od ul.Konduktorskiej do przystanku do ul. Sochaczewskiej,proponować zbudować chodnik konduktorski przystanek sochaczewski,INFRASTRUKTURA,chodnik
2020,Bydgoszcz,Wybieg dla psów,wybieg pies,NATURA,pasać
2020,Bydgoszcz,Budowa ulicy Gorzowska z infrastrukturą do odprowadzania wód opadowych w Bydgoszczy oś.Wyżyny.,budowa infrastruktura odprowadzać wóda opadowy oś wyżyny,INFRASTRUKTURA,infrastruktura
2020,Bydgoszcz,Parking samochodowy,parking samochodowy,INFRASTRUKTURA,parkingowy
2020,Bydgoszcz,Dalsza rewitalizacja skweru Tadeusza Nowakowskiego,daleki rewitalizacja skwer,INFRASTRUKTURA,rewitalizacja
2020,Bydgoszcz,Mini tężnia,tężnia,INFRASTRUKTURA,tężnia
2020,Bydgoszcz,Dalsza rewitalizacja skweru Tadeusza Nowakowskiego,daleki rewitalizacja skwer,INFRASTRUKTURA,rewitalizacja
2020,Bydgoszcz,Plac zabaw dla dzieci u zbiegu ulic PodniebnaPod Borem,plac zabawić dziecko zbieg,SPOŁECZEŃSTWO,dziecko
2020,Bydgoszcz,ławeczki wzdłuż deptaku ul. czerkaska do końca,ławeczka deptak czerkaski,INFRASTRUKTURA,ławeczka
2020,Bydgoszcz,udrożnienie i udostępnienie  mieszkańcom nabrzeża Brdy,udrożnić udostępnić mieszkaniec,SPOŁECZEŃSTWO,mieszkaniec
2020,Bydgoszcz,Budowa miejsc parkingowych przy ul. Sułkowskiego  i ul. Sułkowskiego   etap II.,budowa parkingowy,INFRASTRUKTURA,parkingowy
2020,Bydgoszcz,Budowa ścieżki rowerowej,budowa rowerowy,INFRASTRUKTURA,rowerowy
2020,Bydgoszcz,Siłownia plenerowa przy szkole podstawowej nr ,siłownia,SPOŁECZEŃSTWO,siłownia
2020,Bydgoszcz,Remont nawierzchni chodników,remont nawierzchnia chodnik,INFRASTRUKTURA,nawierzchniasztuczny
2020,Bydgoszcz,Remont  chodników,remont chodnik,INFRASTRUKTURA,chodnik
2020,Bydgoszcz,Remont chodników,remont chodnik,INFRASTRUKTURA,chodnik
2020,Bydgoszcz,Plac do street workoutuKalisteniki ze sztuczną nawierzchnią,plac sztuczny nawierzchnia,INFRASTRUKTURA,nawierzchniasztuczny
2020,Bydgoszcz,Chodnik,chodnik,INFRASTRUKTURA,chodnik
2020,Bydgoszcz,Remont ulicy Smoleńskiej,remont,INFRASTRUKTURA,remont
2020,Bydgoszcz,Oświecona Ogrodowa,oświecony,INFRASTRUKTURA,świetlny
2020,Bydgoszcz,Budowa kawałka chodnika o wymiarach prostokąta wynoszącego  m,budowa kawałek chodnik wymiar prostokąt wynosić,INFRASTRUKTURA,chodnik
2020,Bydgoszcz,Remont ulicy Smoleńskiej,remont,INFRASTRUKTURA,remont
2020,Bydgoszcz,Remont ulicy Łowickiej,remont,INFRASTRUKTURA,remont
2020,Bydgoszcz,Remont nawierzchni ulicy Jagiellońskiej,remont nawierzchnia,INFRASTRUKTURA,nawierzchniasztuczny
2020,Bydgoszcz,Remont nawierzchni ulicy Flisackiej TAP ,remont nawierzchnia,INFRASTRUKTURA,nawierzchniasztuczny
2020,Bydgoszcz,Wybieg dla psów,wybieg pies,NATURA,pasać
2020,Bydgoszcz,Montaż progów zwalniających przy ul. OpławiecKolonijna,montaż próg zwalniać,INFRASTRUKTURA,montaż
2020,Bydgoszcz,Wymiana chodnika oraz asfaltu przy Czarnieckiego,wymiana chodnik asfalt,INFRASTRUKTURA,asfaltowy
2020,Bydgoszcz,Kontynuacja budowy toru do jazdy na rolkach i rowerach.,budowa tor jazda rower,INFRASTRUKTURA,rowerowy
2020,Bydgoszcz,Przedłużenie istniejącej ścieżki rowerowej,rowerowy,INFRASTRUKTURA,rowerowy
2020,Bydgoszcz,Pompa wodypoidło na wybiegu dla psów na Okolu,pompa wybieg pies,NATURA,pasać
2020,Bydgoszcz,Remont chodników,remont chodnik,INFRASTRUKTURA,chodnik
2020,Bydgoszcz,Siłownia plenerowa przy II LO przy ul. Nowodworskiej ,siłownia nowodworski,SPOŁECZEŃSTWO,siłownia
2020,Bydgoszcz,Remont ulicy Stawowej,remont,INFRASTRUKTURA,remont
2020,Bydgoszcz,Remont chodnika wzdłuż ulicy Stefana Czarnieckiego,remont chodnik,INFRASTRUKTURA,chodnik
2020,Bydgoszcz,Zabawa w teatr  Warsztaty aktorsko  teatralne i cyrkowe dla dzieci i dorosłych.,zabawa teatr aktorsko teatralny cyrkowy dziecko dorosły,SPOŁECZEŃSTWO,teatr
2020,Bydgoszcz,Remont chodników na ulicy Kanałowej oraz Nowogrodzkiej,remont chodnik,INFRASTRUKTURA,chodnik
2020,Bydgoszcz,Remont ulicy Puławskiego od ulicy Gajowej do Wyszyńskiego wraz z chodnikiem dojście do cmentarza,remont chodnik dojść cmentarz,INFRASTRUKTURA,cmentarz
2020,Bydgoszcz,Próg zwalniający,próg zwalniać,INFRASTRUKTURA,zwalniać
2020,Bydgoszcz,Budowa   progów zwalniających wymuszających zwolnienie prędkości jazdy na ul. Ks. I. Skorupki,budowa próg zwalniać wymuszać zwolnieć prędkość jazda skorupka,INFRASTRUKTURA,zwalniać
2020,Bydgoszcz,Podnóżki rowerowe,podnóżek rowerowy,INFRASTRUKTURA,rowerowy
2020,Bydgoszcz,Podnóżki rowerowe,podnóżek rowerowy,INFRASTRUKTURA,rowerowy
2020,Bydgoszcz,Plac do kalisteniki,plac,INFRASTRUKTURA,plac
2020,Bydgoszcz,Plac zabaw dla dzieci i młodzieży aby uaktywnić ich wolny czas. Zadbajmy o kontakty z rówieśnikami,plac zabawić dziecko młodzież uaktywnić wolny zadbać kontakt rówieśnik,SPOŁECZEŃSTWO,dziecko
2020,Bydgoszcz,Ścieżka rowerowopiesza na odcinku od ulicy Wyzwolenia do ulicy Brzegowej.,rowerowopieszy,INFRASTRUKTURA,rowerzysta
2020,Bydgoszcz,Wykonanie oświetlenia przejścia dla pieszych,przejść pieszy,INFRASTRUKTURA,pieszy
2020,Bydgoszcz,Przebudowa schodów i dostosowanie do ruchu osób niepełnosprawnych i rowerzystów.,przebudowa schody dostosować ruch osoba niepełnosprawny rowerzysta,INFRASTRUKTURA,rowerzysta
2020,Bydgoszcz,Ul Osiedlowa nowe chodniki i ławki,chodnik ławka,INFRASTRUKTURA,chodnik
2020,Bydgoszcz,Projekt wycofany przez projektodawcę w dniu ..,wycofać projektodawca,INFRASTRUKTURA,zwalniać
2020,Bydgoszcz,Przedłużenie ścieżki rowerowej w Wilczaka na Miedzy wzdłuż ulicy Spacerowej,rowerowy,INFRASTRUKTURA,rowerowy
2020,Bydgoszcz,Oświetlenie ulicy Toruńskiej,oświetlić,INFRASTRUKTURA,oświetlić
2020,Bydgoszcz,Bydgoszcz czyta bez końca,czytać,SPOŁECZEŃSTWO,czytać
2020,Bydgoszcz,dalsze oświetlenie ulicy Toruńskiej,daleki oświetlić,INFRASTRUKTURA,oświetlić
2020,Bydgoszcz,Integracyjna Łuczniczka,integracyjny,SPOŁECZEŃSTWO,integracja
2020,Bydgoszcz,Zaczytani seniorzy  Biblioteczny Klub Seniora,zaczytać senior,SPOŁECZEŃSTWO,senior
2020,Bydgoszcz,Remont chodnika od Śliwińskiego do żłobka Balbinka.,remont chodnik żłobek,INFRASTRUKTURA,chodnik
2020,Bydgoszcz,Remont chodnika wzdłuż budynku ulica Połczyńska   plus ustawienie pojemnika na odpady i  ławeczki,remont chodnik budynek plus ustawić pojemnik odpady ławeczka,INFRASTRUKTURA,przebudowa
2020,Bydgoszcz,Koncerty po sąsiedzku  cykl koncertów dla mieszkańców Bocianowa i Londyn,koncert koncert mieszkaniec,SPOŁECZEŃSTWO,koncert
2020,Bydgoszcz,Emocje rozCzytane,emocja rozczytać,SPOŁECZEŃSTWO,czytać
2020,Bydgoszcz,KO mini ogródki,ogródka,NATURA,ogród
2020,Bydgoszcz,Budowa pełnowymiarowego boiska do badmintona,budowa pełnowymiarowy badminton,INFRASTRUKTURA,budowa
2020,Bydgoszcz,Senior Niewykluczony,senior,SPOŁECZEŃSTWO,senior
2020,Bydgoszcz,Kontynuacja remontu ulicy Powstania Listopadowego,remont,INFRASTRUKTURA,remont
2020,Bydgoszcz,Remont fragmentu ulicy od strony placu zabaw Bartosz,remont fragment plac zabawić,INFRASTRUKTURA,remont
2020,Bydgoszcz,Senior Niewykluczony,senior,SPOŁECZEŃSTWO,senior
2020,Bydgoszcz,Zagospodarowanie terenów rekreacyjnych w Myślęcinku  betonowe stoły rekreacyjnopiknikowe,zagospodarować rekreacyjny betonowy stół rekreacyjnopiknikowy,SPOŁECZEŃSTWO,rekreacyjny
2020,Bydgoszcz,Festiwal zdrowia Bielawy zdrowo zaczytani,festiwal zdrowo zaczytać,SPOŁECZEŃSTWO,festiwal
2020,Bydgoszcz,Mostek na Fliszu,mostek,INFRASTRUKTURA,tras
2020,Bydgoszcz,Tratwy dla ptaków,tratwa ptak,NATURA,ptak
2020,Bydgoszcz,Wybieg dla szczeniąt i małych psów,wybieg szczenię pies,NATURA,pasać
2020,Bydgoszcz,Łączka kwietna dla owadów,łączka kwietny owad,NATURA,ptak
2020,Bydgoszcz,monitoring gazów złożonych,monitoring gaz złożyć,INFRASTRUKTURA,monitoring
2020,Bydgoszcz,Fordońskie centrum sportu i rekreacji.,sport rekreacja,SPOŁECZEŃSTWO,rekreacja
2020,Bydgoszcz,Zwiększanie świadomości mieszkańców z zakresu Pierwszej Pomocy Przedmedycznej,zwiększać świadomość mieszkaniec,SPOŁECZEŃSTWO,mieszkaniec
2020,Bydgoszcz,Miejsca postojowe dla  samochodów przy ul. DowborMuśnickiego .,postojowy samochód,INFRASTRUKTURA,samochód
2020,Bydgoszcz,Dojazd do ulicy Rubinowej,dojazd,INFRASTRUKTURA,dojazd
2020,Bydgoszcz,Skwer Małej Łąki  rewitalizacja,skwer rewitalizacja,INFRASTRUKTURA,rewitalizacja
2020,Bydgoszcz,parking osiedlowy Szwederowo,parking,INFRASTRUKTURA,parking
2020,Bydgoszcz,Przebudowa chodnika na ul. Szpitalnej i Glinki,przebudowa chodnik szpitalny,INFRASTRUKTURA,przebudowa
2020,Bydgoszcz,Łąka kwietna na terenie OSW nr  .,łąka kwietny,NATURA,trawnik
2020,Bydgoszcz,Park sensoryczny na terenie Specjalnego Ośrodka Szkolno  Wychowawczego nr ,park,NATURA,park
2020,Bydgoszcz,Modernizacja terenu rekreacyjnego na terenie Szkoły Podstawowej nr  w Bydgoszczy,modernizacja rekreacyjny,INFRASTRUKTURA,modernizacja
2020,Bydgoszcz,Zakup drona z kamerą termowizyjną dla Akademickiego Klubu Miłośników Strzelectwa  szkolenie,zakup drona kamera termowizyjny,INFRASTRUKTURA,zakup
2020,Bydgoszcz,Schody z górnego tarasu,schody górny taras,INFRASTRUKTURA,schody
2020,Bydgoszcz,Budowa miejsc parkingowych przy ulicy Czerkaskiej,budowa parkingowy,INFRASTRUKTURA,parkingowy
2020,Bydgoszcz,Oznakowanie trasy rowerowej na Twardzickiego i Pelplińskiej,oznakować tras rowerowy,INFRASTRUKTURA,rowerowy
2020,Bydgoszcz,Siłownia na świeżym powietrzu na Osowej Górze.,siłownia świeży,SPOŁECZEŃSTWO,siłownia
2020,Bydgoszcz,oświetlenie  ulicy Toruńskiej,oświetlić,INFRASTRUKTURA,oświetlić
2020,Bydgoszcz,Modernizacja placu zabaw w nowe urządzenia zabawowe,modernizacja plac zabawić zabawowy,INFRASTRUKTURA,modernizacja
2020,Bydgoszcz,Wielopokoleniowy projekt aktywizacji od Przedszkola do Seniora,wielopokoleniowy aktywizacja,EDUKACJA,edukacyjny
2020,Bydgoszcz,ścieżka rowerowa wzdłuż ulicy Sudeckiej,rowerowy,INFRASTRUKTURA,rowerowy
2020,Bydgoszcz,Park kieszonkowy,park kieszonkowy,NATURA,parkowy
2020,Bydgoszcz,Plac zabaw ul. Konopna,plac zabawić konopny,SPOŁECZEŃSTWO,zabawić
2020,Bydgoszcz, Festyn Rodzinny Śluzy ,festyn,SPOŁECZEŃSTWO,festyn
2020,Bydgoszcz,Eko mural Szwederowo,mural,INFRASTRUKTURA,mural
2020,Bydgoszcz,Naturalnoedukacyjny  plac zabaw z elementami dot.pszczół,naturalnoedukacyjny plac zabawić,SPOŁECZEŃSTWO,rekreacyjny
2020,Bydgoszcz,Budowa kompleksu rekreacyjnowypoczynkowego nad Starym Kanałem Bydgoskim,budowa rekreacyjnowypoczynkowy,SPOŁECZEŃSTWO,rekreacyjny
2020,Bydgoszcz,Budowa  miejsc postojowych na Kapuściskach,budowa,INFRASTRUKTURA,budowa
2020,Bydgoszcz,Radarowy wyświetlacz prędkości na ulicy Pod Skarpą    znaki,radarowy wyświetlacz prędkość znak,INFRASTRUKTURA,sygnalizacja
2020,Bydgoszcz,Zielona strzałka sygnalizacji drogowej dla prawoskrętu z Szarych Szeregów w Wojska Polskiego,zielony strzałka sygnalizacja drogowy prawoskręt,INFRASTRUKTURA,sygnalizacja
2020,Bydgoszcz,Rzeźba koguta mistrza Twardowskiego. Kogut stałby się symbolem miasta turyści robiliby fotki .,rzeźba kogut mistrz kogut stać symbol turysta robić fotka,SPOŁECZEŃSTWO,ćwiczyć
2020,Bydgoszcz,Rozbudowa parkingu przy ul. Taterników na wysokości bloku Zbójnicka ,rozbudowa parking taternik,INFRASTRUKTURA,parking
2020,Bydgoszcz,Kolorowa strefa aktywności w Starym Fordonie,kolorowy aktywność,SPOŁECZEŃSTWO,aktywność
2020,Bydgoszcz,Tor CR,tor,INFRASTRUKTURA,tor
2020,Bydgoszcz,Budowa placu zabaw,budowa plac zabawić,SPOŁECZEŃSTWO,zabawa
2020,Bydgoszcz,Bieżnia tartanowa  torowa wraz z rozbiegiem do skoku w dal i piaskownicą,bieżnia tartanowy torowy rozbieg skok dal piaskownica,INFRASTRUKTURA,chodnik
2020,Bydgoszcz,boisko piaszczyste do badmintona i siatkówki plażowej oraz stół do pingpong,piaszczysty badminton siatkówka plażowy stół,SPOŁECZEŃSTWO,siatkówka
2020,Bydgoszcz,Modernizacja i doposażenie placu zabaw na skwerze przy Szarych Szeregów,modernizacja doposażyć plac zabawić skwer,INFRASTRUKTURA,modernizacja
2020,Bydgoszcz,Utwardzenie ulicy Ciechocińskiej płytami ażurowymi  chodnik dla pieszych,utwardzić płyta ażurowy chodnik pieszy,INFRASTRUKTURA,chodnik
2020,Bydgoszcz,Budowa ścieżki rowerowej z Piasków do Myślęcinka,budowa rowerowy,INFRASTRUKTURA,rowerowy
2020,Bydgoszcz,Budowa placu zabaw,budowa plac zabawić,SPOŁECZEŃSTWO,zabawa
2020,Bydgoszcz,Ekrany dźwiękochłonne wzdłuż Jana Pawła przy lotnisku,ekran dźwiękochłonny,EDUKACJA,audiobook
2020,Bydgoszcz,wybieg dla psów Łąka radosnych psiaków,wybieg pies radosny psiak,NATURA,pasać
2020,Bydgoszcz,Modernizacja placu zabaw przy Zespole Szkół nr ,modernizacja plac zabawić,INFRASTRUKTURA,modernizacja
2020,Bydgoszcz,Gry planszowe i VR w Bibliotece,gra planszowy,SPOŁECZEŃSTWO,planszowy
2020,Bydgoszcz,Siłownia zewnętrznaplac do streetworkout,siłownia,SPOŁECZEŃSTWO,siłownia
2020,Bydgoszcz,Plac do gier i zabaw,plac gra zabawić,SPOŁECZEŃSTWO,zabawić
2020,Bydgoszcz,Wybieg dla psów,wybieg pies,NATURA,pasać
2020,Bydgoszcz,Rewitalizacja placu kościuszki,rewitalizacja plac,INFRASTRUKTURA,rewitalizacja
2020,Bydgoszcz,Bajkowy plac zabaw,bajkowy plac zabawić,SPOŁECZEŃSTWO,zabawić
2020,Bydgoszcz,Remont chodnika po obu stronach na całej ul. Śniadeckich.,remont chodnik,INFRASTRUKTURA,chodnik
2020,Bydgoszcz,Utwardzenie odcinka ulicy.,utwardzić,INFRASTRUKTURA,utwardzić
2020,Bydgoszcz,Wymiana progów zwalniających na progi sinusoidalne przyjazne rowerzystom,wymiana próg zwalniać próg sinusoidalny rowerzysta,INFRASTRUKTURA,rowerzysta
2020,Bydgoszcz,ul. Persona,persona,SPOŁECZEŃSTWO,osoba
2020,Bydgoszcz,Rozbudowa i modernizacja placu zabaw na terenie SP  przy ul. Bohaterów Westerplatte ,rozbudowa modernizacja plac zabawić bohater,INFRASTRUKTURA,modernizacja
2020,Bydgoszcz,Fitness Park na terenie boiska sportowego Zespołu Szkół Spożywczych przy ul. Toruńskiej ,fitness sport toruński,SPOŁECZEŃSTWO,fitness
2020,Bydgoszcz,Zielone ekrany akustyczne,zielony ekran akustyczny,NATURA,zielony
2020,Bydgoszcz,Reorganizacja ruchu na ul. Kapuściska,reorganizacja ruch,SPOŁECZEŃSTWO,ruch
2020,Bydgoszcz,Interaktywna Dolina Śmierci,interaktywny,SPOŁECZEŃSTWO,aktywny
2020,Bydgoszcz,melioracja i nagrywanie stawu na Wiejskiej,melioracja nagrywać staw,INFRASTRUKTURA,modernizacja
2020,Bydgoszcz,Instalacja  punktów monitoringu miejskiego w celu poprawy bezpieczeństwa mieszkańców osiedla.,instalacja monitoring poprawa mieszkaniec,INFRASTRUKTURA,monitoring
2020,Bydgoszcz,Przebudowa modernizacja i utwardzenie ul. Jazgarzowej,przebudowa modernizacja utwardzić,INFRASTRUKTURA,modernizacja
2020,Bydgoszcz,Rewitalizacja pętli autobusowej przy ul. Rejonowej.  Nowa wiata chodniki i bezpieczne przejscia.,rewitalizacja pętla autobusowy rejonowy wiata chodnik bezpieczny,INFRASTRUKTURA,rewitalizacja
2020,Bydgoszcz,Melioracja nagrywanie stawow ul. Reninowa  a,melioracja nagrywać,INFRASTRUKTURA,modernizacja
2020,Bydgoszcz,Dron dla strazy miejskiej lub policji,dron policja,INFRASTRUKTURA,samochód
2020,Bydgoszcz,Rewitalizacja ulicy Romana Dmowskiego,rewitalizacja,INFRASTRUKTURA,rewitalizacja
2020,Bydgoszcz,Dąb Napoleona,dąb,INFRASTRUKTURA,kostka
2020,Bydgoszcz,Wybieg dla psów,wybieg pies,NATURA,pasać
2020,Bydgoszcz,Przebudowa istniejącego boiska o wymiarach x,przebudowa wymiar X,INFRASTRUKTURA,przebudowa
2020,Bydgoszcz,Pumptrack  tor rowerowy na Tatrzańskim,tor rowerowy,INFRASTRUKTURA,rowerowy
2020,Bydgoszcz,Nasadzenia drzew na Lawinowej,nasadzić,NATURA,nasadzić
2020,Bydgoszcz,Oświetlenie przejść dla pieszych przez Pelplińska na skrzyżowaniu z Taterników,oświetlić pieszy,INFRASTRUKTURA,oświetlić
2020,Bydgoszcz,Chodnik wraz ze ścieżką rowerową pod skarpą wzdłuż ul. Kormoranów i osiedla IM,chodnik rowerowy skarpa kormoran,INFRASTRUKTURA,chodnik
2020,Bydgoszcz,Zakup pojazdów z napędem hybrydowym dla Straży Miejskiej i,zakup pojazd napęd hybrydowy,INFRASTRUKTURA,samochód
2020,Bydgoszcz,Orlik Lekkoatletyczny Tatrzańskie,orlik,NATURA,alejka
2020,Bydgoszcz,Budowa oświetlenia i zamontowanie sześciu ławek na terenie  Parku Leśnego na os. Szybowników.,budowa zamontować ławka osa szybownik,INFRASTRUKTURA,ławka
2020,Bydgoszcz,Osiedlowa świetlica na świeżym powietrzu.,świetlica świeży,SPOŁECZEŃSTWO,świeży
2020,Bydgoszcz,Ścieżka dla rowerów  chodnik. Obecnie w tym miejscu chodnik ułożony jest z nierównych płyt.,rower chodnik obecnie chodnik ułożony nierówny płyt,INFRASTRUKTURA,chodnik
2020,Bydgoszcz,utwardzenie ulicy,utwardzić,INFRASTRUKTURA,utwardzić
2020,Bydgoszcz,Biblioteka czynna całą dobę  książkowa.,biblioteka czynny doba książkowy,EDUKACJA,biblioteka
2020,Bydgoszcz,Mini tężnia solankowa nad Balatonem,tężnia solankowy,NATURA,solankowy
2020,Bydgoszcz,Oświetlenie ulicy Zamenhofa na odcinku Łużycka  Pestalozziego,oświetlić,INFRASTRUKTURA,oświetlić
2020,Bydgoszcz,Budowa wiaty śmietnikowej dla mieszkańców osiedla,budowa wiata śmietnikowy mieszkaniec,SPOŁECZEŃSTWO,mieszkaniec
2020,Bydgoszcz,Zielony Plac Zabaw,zielony,NATURA,zielony
2020,Bydgoszcz,Nowe nasadzenia na terenie stadionu miejskiego TKKF dawniej Budowlani,nasadzić stadion TKKF dawno,INFRASTRUKTURA,stadion
2020,Bydgoszcz,Remont chodnika,remont chodnik,INFRASTRUKTURA,chodnik
2020,Bydgoszcz,Chodnik pod skarpą przy lasku równolegle do ul. Kormoranów i osiedla IM,chodnik skarpa lasek równolegle kormoran,INFRASTRUKTURA,chodnik
2020,Bydgoszcz,Przestrzeń Rozwoju Postaw Patriotycznych Bydgoska Rodzinna Strzelnica SportowoProobronna oś m,oś,INFRASTRUKTURA,kostka
2020,Bydgoszcz,Mini park dla ciała i duszy z łąką i placem kalisteniki,park dusza łąka plac,NATURA,park
2020,Bydgoszcz,modernizacja chodnika zagospodarowanie terenu zielonego nowe oświetlenie,modernizacja chodnik zagospodarować oświetlić,INFRASTRUKTURA,modernizacja
2020,Bydgoszcz,Rajd Bydgoskich Klasyków,rajd,INFRASTRUKTURA,jazda
2020,Bydgoszcz,Osiedlowy dom kultury z siłownią  kawiarnią  organizacjami samorząd.,kultura siłownia kawiarnia organizacja samorząd,EDUKACJA,kultura
2020,Bydgoszcz,Modernizacja terenu rekreacyjnego na terenie SP  oraz utworzenie ekologicznej strefy edukacyjnej.,modernizacja rekreacyjny utworzyć ekologiczny edukacyjny,EDUKACJA,edukacyjny
2020,Bydgoszcz,Budowa minitężni w Myślęcinku,budowa minitężnia,INFRASTRUKTURA,budowa
2020,Bydgoszcz,Rewitalizacja kortów miejskich w Myślęcinku,rewitalizacja kort,INFRASTRUKTURA,rewitalizacja
2020,Bydgoszcz,Rewitalizacja mostku w Myślęcinku  budowa ciągu pieszorowerowego do mostku,rewitalizacja mostek budowa pieszorowerowy mostek,INFRASTRUKTURA,przebudowa
2020,Bydgoszcz,przejrzenie Czerkaskiej na odcinku Malachowskiego  Lelewela i miejsca skośne zamiast rownolegly,przejrzeć skośny,SPOŁECZEŃSTWO,czytać
